Kritik dan Saran,Klasifikasi
"Menurut saya, menjadi instruktur yang disiplin waktu, solid dan jujur ​​selalu menjadi prioritas utama. Proses pembelajarannya juga mudah dipahami, sehat selalu dan Bu desiiii",Sangat Baik
Cocok untuk berkomunikasi dengan siswa tentang kursus,Sangat Baik
Bu in sangat jelas dan sangat ramah dalam menyampaikan materi dan berharap kedepannya akan lebih baik lagi.,Sangat Baik
Dosen terbaik se TI,Sangat Baik
"Sangat bagus, terima kasih atas usahanya",Sangat Baik
Baik sekali sangat mengajar,Sangat Baik
"Bu Fina yang mengajar di  kelas bisa membuat suasana menjadi menarik dan menyenangkan. Hal ini juga dapat membuat sulit untuk mempelajari situasi. B. Audio mungkin tidak terdengar jelas sehingga kurang interaktif. Namun, komunikasi antara pengajar dan siswa sangat baik, dan kelas juga merespons tugas tatap muka dengan cepat dan cepat.",Sangat Baik
sangat bagus pak Romi,Sangat Baik
"Tidak ada, guru mengajar dengan sangat baik",Sangat Baik
Sangat baik pak,Sangat Baik
"Tidak ada, semuanya  sangat baik",Sangat Baik
"Modul pembelajaran dosen kurang, sangat sulit diakses, selebihnya sangat bagus",Sangat Baik
Sudah sangat baik dalam memfasilitasi transmisi dan pemahaman materi,Sangat Baik
"Semoga cara mengajarnya bisa diperbaiki lagi, tapi sudah bagus dan paham apa yang akan dipelajari",Sangat Baik
Gaya pendidikannya sangat interaktif dan mudah dipahami,Sangat Baik
penjelasan yang bagus dan sangat mudah dipahami,Sangat Baik
Pertahankan jangkauan terbaik!,Sangat Baik
"Sejauh ini, guru telah mengajar dengan sangat baik. Saran saya tetap  karena akan memungkinkan siswa untuk mengikuti mk.",Sangat Baik
"Bu Dai yang terbaik, jadi saran gaji akan meningkat 👍",Sangat Baik
"Pertahankan ya ibu aku suka pedagogimu, menyenangkan dan  tidak membosankan",Sangat Baik
Metode pengajaran yang sangat mengesankan,Sangat Baik
Instrukturnya baik ketika pelajarannya mudah dipahami,Sangat Baik
Baik dan sopan kepada siswa,Sangat Baik
Terima kasih Tuhan. Saya tidak memiliki saran atau kritik karena metode pembelajaran dan waktu penyampaian materi  sangat jelas dan dipahami oleh banyak siswa.,Sangat Baik
"Mata kuliah interaksi manusia-komputer yang diampu oleh Ibu Sharfina Handayani M.Kom, oleh Bachtiar Dwi Rizqianthoro. Ini sangat jelas dan saya suka kursusnya.",Sangat Baik
"Pak Hasubi, jika menyenangkan untuk mengajar dan bahan ajar mudah dipahami, silakan lanjutkan.",Sangat Baik
Bu Intan pandai mengajar. Ada juga modul sehingga Anda dapat membacanya,Sangat Baik
Bu Rizki sangat baik dan penjelasannya mudah dipahami.,Sangat Baik
"Pa hasbi sangat bagus, penjelasannya mudah dimengerti",Sangat Baik
PaRomi sangat peduli dengan siswa,Sangat Baik
Tidak ada karena itu sangat bagus dalam segala hal,Sangat Baik
"Bu Shafrina sangat baik, penjelasannya mudah dipahami, dan dia juga melakukan latihan setelah materi yang membantu saya lebih memahami.",Sangat Baik
Pak Arti sangat memperhatikan siswa dan  memberikan modul pembelajaran sesuai materi yang membuat saya  lebih paham.,Sangat Baik
Bu dairoh orangnya baik sangat perhatian menggunakan mahasiswa & juga telah menaruh modul pembelajaran yg lengkap,Sangat Baik
"Saya pikir orang-orang adalah orang yang sangat baik, penjelasannya menurut peristiwa kehidupan sangat nyata",Sangat Baik
"Menjaga semangat dan mengajar, teman-teman siswa dapat dengan mudah bergaul",Sangat Baik
tidak ada. Karena sudah pandai mengajar.,Sangat Baik
"Bu Dai sudah sangat pandai mengajar, jadi tidak ada apa-apa",Sangat Baik
Sangat bagus untuk mengajar sehingga tidak ada kritik atau saran,Sangat Baik
Dosennya sangat baik sehingga tidak ada apa-apa,Sangat Baik
"Bu Intan sudah jago materi, jadi tidak ada saran atau kritik.",Sangat Baik
"Pak Dega sudah sangat pandai mengajar, jadi tidak ada saran atau kritik.",Sangat Baik
"Terima kasih telah memberikan topik ini, ini sangat berguna",Sangat Baik
Saya ingin di ajari kembali oleh bapak ary semester ketiga tahun ini. tolong,Sangat Baik
Ini dijelaskan dan dipelihara dengan sangat baik  dan sering kali perlu dipelajari secara offline,Sangat Baik
"Sangat mudah dipahami saat mengajar dan sangat jelas saat memberikan materi, namun saat mempraktekkan sebaiknya tidak terlalu cepat  dipahami siswa.",Sangat Baik
Deskripsinya sangat menarik jadi tolong simpan dengan deskripsi,Sangat Baik
Dosen mengajar dengan sangat baik,Sangat Baik
"Instruktur mengajari saya dengan sangat baik, tidak ada saran atau kritik",Sangat Baik
"Instruktur mengajari saya dengan sangat baik, tidak ada saran atau kritik",Sangat Baik
Sudah sangat baik,Sangat Baik
"Pak Hasubi adalah seorang guru yang aktif, dan ketika dia mengajar, dia menerima berbagai tantangan dan jika dia berhasil menyelesaikan tantangan, dia akan mendapatkan poin tambahan. Ini adalah cara yang bagus untuk menghubungkan fakultas dan siswa dan membangun kelas yang hidup.",Sangat Baik
Terima Kasih Pak telah memberikan saya ilmu yang bermanfaat dan bukan sekedar nilai,Sangat Baik
Baik sekali. Saya harap saya bisa mengajar Anda lagi di kelas saya semester depan.,Sangat Baik
"Bu Rizki adalah instruktur aktif, dan jika Anda mengajarinya berbagai tantangan, Anda akan mendapatkan lebih banyak poin jika Anda menyelesaikan tantangan dengan sukses. Itu cara yang bagus",Sangat Baik
"Kesan saya ketika diajar oleh seorang ibu lokal adalah saya mendapatkan ilmu baru yang bermanfaat. Selain itu, memberikan materi sangat menyenangkan dan tidak membuat saya bosan.",Sangat Baik
"Kesan saya ketika diajar oleh seorang ibu lokal adalah saya mendapatkan ilmu baru yang bermanfaat. Selain itu, memberikan materi sangat menyenangkan dan tidak membuat saya bosan.",Sangat Baik
"Saran-sarannya sangat baik, kompeten secara profesional, dan interaksi emosional dengan siswa sangat baik.",Sangat Baik
"Kesan saya diajar oleh Paromi adalah saya mendapatkan ilmu baru dan bermanfaat. Selain itu, memberikan materi sangat menyenangkan dan tidak membuat saya bosan.",Sangat Baik
